cycle_id,total_seed,size,weight,harvested,SR
22895,110830,122.0,376.5,45933.0,41.44455472345033
22895,110830,150.0,36.0,5400.0,4.8723269872778125
22895,110830,150.0,65.5,9825.0,8.864928268519353
24240,300000,150.0,1800.0,270000.0,90.0
27146,160000,218.0,61.55,13417.9,8.3861875
27146,160000,135.0,572.75,77321.25,48.32578125
17738,356850,103.62,364.22,37740.47640000001,10.576005716687686
17738,356850,103.62,1.37,141.95940000000002,0.03978125262715427
17738,356850,79.09,299.96,23723.8364,6.648125655037131
17738,356850,79.09,2.64,208.79760000000002,0.05851130727196302
17738,356850,68.0,382.1,25982.800000000003,7.281154546728318
17738,356850,68.0,5.27,358.35999999999996,0.10042314698052403
17738,356850,62.74,4060.63,254763.92620000002,71.39244113773294
17738,356850,62.74,101.02,6337.9948,1.776094941852319
18224,200000,220.0,450.0,99000.0,49.5
9989,60000,46.0,510.0,23460.0,39.1
9989,60000,200.0,10.0,2000.0,3.3333333333333335
9989,60000,77.0,100.0,7700.0,12.833333333333332
5902,70170,84.0,161.3,13549.2,19.30910645575032
5902,70170,66.0,153.9,10157.4,14.475416844805473
5902,70170,46.0,217.7,10014.199999999999,14.27134102892974
5902,70170,30.0,606.0,18180.0,25.908507909362978
5902,70170,39.0,202.16,7884.24,11.235912783240702
16611,450000,100.0,1700.0,170000.0,37.77777777777778
16625,340000,55.0,511.27,28119.85,8.270544117647058
16625,340000,81.0,15.8,1279.8,0.37641176470588233
16625,340000,100.0,6.13,613.0,0.18029411764705883
16625,340000,100.0,20.6,2060.0,0.6058823529411765
16625,340000,100.0,17.0,1700.0,0.5
16625,340000,53.0,735.67,38990.509999999995,11.467797058823528
23328,275000,26.5,5109.0,135388.5,49.23218181818182
23328,275000,26.5,5109.0,135388.5,49.23218181818182
25074,300,128.0,1300.0,166400.0,55466.666666666664
16252,3000,245.0,3.0,735.0,24.5
16252,3000,210.0,4.9,1029.0,34.300000000000004
16252,3000,200.0,3.5,700.0,23.333333333333332
16252,3000,200.0,5.0,1000.0,33.33333333333333
16252,3000,190.0,3.0,570.0,19.0
27891,50000,160.0,30.0,4800.0,9.6
27891,50000,150.0,158.0,23700.0,47.4
4957,15000,350.0,32.0,11200.0,74.66666666666667
11509,90000,100.0,200.0,20000.0,22.22222222222222
13117,250000,150.0,200.0,30000.0,12.0
13117,250000,103.0,190.0,19570.0,7.828
25603,264920,69.0,3622.0,249918.0,94.33715838743771
16041,240000,64.0,919.31,58835.84,24.51493333333333
16041,240000,188.0,27.88,5241.44,2.183933333333333
16041,240000,45.0,986.19,44378.55,18.4910625
16041,240000,75.0,40.32,3024.0,1.26
16041,240000,150.0,5.95,892.5,0.37187499999999996
16041,240000,64.0,165.6,10598.4,4.4159999999999995
16041,240000,45.0,1024.69,46111.05,19.212937500000002
16041,240000,188.0,27.88,5241.44,2.183933333333333
16041,240000,188.0,5.0,940.0,0.39166666666666666
27387,50000,230.0,135.0,31050.0,62.1
27387,50000,230.0,100.0,23000.0,46.0
20978,290400,130.0,222.6,28938.0,9.964876033057852
20978,290400,91.2,413.55,37715.76,12.987520661157026
20978,290400,68.4,494.74,33840.216,11.652966942148762
20978,290400,54.48,410.92,22386.921599999998,7.7089950413223125
20978,290400,41.8,2464.66,103022.78799999999,35.476166666666664
15778,150000,110.0,374.85,41233.5,27.489
15778,150000,94.0,386.5,36331.0,24.220666666666666
15778,150000,59.0,845.0,49855.0,33.236666666666665
10030,100000,113.0,165.0,18645.0,18.645
10030,100000,80.0,392.0,31360.0,31.36
10030,100000,141.0,200.0,28200.0,28.199999999999996
10030,100000,60.0,109.0,6540.0,6.54
18140,150000,104.0,295.29,30710.160000000003,20.47344
18140,150000,89.0,138.0,12282.0,8.187999999999999
18140,150000,90.0,82.76,7448.400000000001,4.9656
9484,10000,200.0,50.0,10000.0,100.0
4552,12000,400.0,32.0,12800.0,106.66666666666667
15941,110000,69.0,450.0,31050.0,28.22727272727273
24301,350000,137.0,387.0,53019.0,15.148285714285715
24301,350000,121.0,417.0,50457.0,14.416285714285715
24301,350000,93.0,331.0,30783.0,8.795142857142856
24301,350000,91.0,1743.0,158613.0,45.318000000000005
18488,276150,110.0,517.54,56929.399999999994,20.615390186492846
18488,276150,75.0,615.0,46125.0,16.702878870179248
18488,276150,70.0,909.62,63673.4,23.057541191381496
22965,100000,80.0,510.4,40832.0,40.832
18635,223000,110.0,526.37,57900.7,25.964439461883405
18635,223000,77.0,937.89,72217.53,32.38454260089686
19676,300000,56.0,3200.0,179200.0,59.73333333333334
19676,300000,52.0,3500.0,182000.0,60.66666666666667
22453,250000,104.0,1900.0,197600.0,79.03999999999999
20616,240000,134.18,1145.39,153688.43020000003,64.03684591666668
27255,51000,160.0,63.0,10080.0,19.76470588235294
28778,7500,300.0,50.0,15000.0,200.0
18919,423695,109.0,1192.85,130020.65,30.687322248315414
18919,423695,72.1,904.9,65243.28999999999,15.3986452518911
18919,423695,55.0,911.0,50105.0,11.825723692750682
18919,423695,42.2,841.9,35528.18,8.385319628506355
18919,423695,32.3,3362.8,108618.44,25.63599759260789
9098,312500,138.0,1.0,138.0,0.04416
9098,312500,138.0,256.85,35445.3,11.342496
9098,312500,92.83,508.47,47201.2701,15.104406432000001
9098,312500,92.83,0.66,61.2678,0.019605696
9098,312500,71.0,611.23,43397.33,13.8871456
9098,312500,71.0,4.69,332.99,0.10655680000000001
9098,312500,54.276,2306.2,125171.3112,40.054819584
9098,312500,54.276,0.0,0.0,0.0
22657,370000,490.0,1600.0,784000.0,211.8918918918919
20886,50000,75.0,250.0,18750.0,37.5
25022,300000,67.79,268.0,18167.72,6.055906666666667
25022,300000,58.0,1444.0,83752.0,27.917333333333332
19124,35000,75.0,205.0,15375.0,43.92857142857143
27294,263120,134.4,390.5,52483.200000000004,19.94648829431438
27294,263120,94.0,412.5,38775.0,14.736622073578594
27294,263120,68.8,644.7,44355.36,16.85746427485558
27294,263120,52.0,675.0,35100.0,13.339920948616601
27294,263120,71.6,47.8,3422.4799999999996,1.300729705077531
27294,263120,120.0,4.7,564.0,0.21435086652477958
27294,263120,42.4,2384.8,101115.52,38.4294314381271
27294,263120,62.6,68.0,4256.8,1.6178169656430528
27294,263120,120.0,149.4,17928.0,6.813621161447249
18545,25000,250.0,52.0,13000.0,52.0
23735,277750,66.0,1031.5,68079.0,24.51089108910891
23735,277750,66.0,19.94,1316.0400000000002,0.4738217821782179
23735,277750,63.0,1920.7,121004.1,43.56583258325833
23735,277750,63.0,114.62,7221.06,2.599841584158416
22845,85000,102.0,653.0,66606.0,78.36
29659,75000,200.0,60.0,12000.0,16.0
18674,291195,94.0,304.23,28597.620000000003,9.82077988976459
18674,291195,94.0,8.44,793.3599999999999,0.27244973299678904
18674,291195,79.0,973.75,76926.25,26.417435052112847
18674,291195,79.0,16.75,1323.25,0.4544205772763955
18674,291195,94.0,304.23,28597.620000000003,9.82077988976459
18674,291195,94.0,8.44,793.3599999999999,0.27244973299678904
18674,291195,39.0,3797.59,148106.01,50.8614536650698
18674,291195,39.0,10.0,390.0,0.13393087106578067
18674,291195,39.0,3.0,117.0,0.0401792613197342
18674,291195,67.5,103.86,7010.55,2.4075104311543813
18674,291195,67.5,6.0,405.0,0.13908205841446453
18674,291195,39.0,53.63,2091.57,0.7182712615257818
18674,291195,39.0,2.6,101.4,0.034822026477102974
24609,40000,116.0,150.0,17400.0,43.5
17537,100000,103.0,170.0,17510.0,17.51
22005,300000,200.0,1500.0,300000.0,100.0
25389,476680,147.0,1497.0,220059.0,46.16493244944198
25389,476680,125.0,1452.0,181500.0,38.07585801795754
18637,223000,100.0,560.26,56026.0,25.1237668161435
18637,223000,62.0,854.68,52990.159999999996,23.762403587443945
27650,100000,135.0,308.5,41647.5,41.6475
25388,300000,88.0,3300.0,290400.0,96.8
15752,170000,94.0,371.0,34874.0,20.514117647058825
15752,170000,63.0,609.5,38398.5,22.58735294117647
15752,170000,48.0,1055.0,50640.0,29.788235294117648
9065,50000,185.0,200.0,37000.0,74.0
9065,50000,165.0,100.0,16500.0,33.0
14345,3000,120.0,2.0,240.0,8.0
14345,3000,120.0,3.0,360.0,12.0
14345,3000,120.0,2.0,240.0,8.0
14345,3000,110.0,2.0,220.0,7.333333333333333
14345,3000,110.0,2.5,275.0,9.166666666666666
14345,3000,120.0,5.0,600.0,20.0
17574,280000,123.0,492.0,60516.0,21.61285714285714
17574,280000,77.0,700.0,53900.0,19.25
17574,280000,55.0,970.0,53350.0,19.053571428571427
17574,280000,55.0,970.0,53350.0,19.053571428571427
17574,280000,31.46,318.0,10004.28,3.572957142857143
17574,280000,30.53,2952.0,90124.56,32.18734285714286
18253,250000,79.0,600.0,47400.0,18.96
18324,125000,226.0,110.0,24860.0,19.888
27998,722206,56.0,2333.0,130648.0,18.090129409060573
27998,722206,56.0,4465.0,250040.0,34.62170073358571
28395,506200,29.0,6035.0,175015.0,34.57427894112999
13667,99000,105.0,590.0,61950.0,62.57575757575757
18747,492936,72.3,5322.28,384800.844,78.06304347826087
21269,450000,85.86,908.68,78019.26479999999,17.3376144
21269,450000,57.44,3473.06,199492.56639999998,44.33168142222222
18877,340200,54.8,3317.5,181799.0,53.43885949441505
18877,340200,58.4,24.0,1401.6,0.4119929453262786
18877,340200,54.8,59.0,3233.2,0.9503821281599059
13166,100800,107.6,886.3,95365.87999999999,94.60900793650792
24000,100000,300.0,33.0,9900.0,9.9
24000,100000,216.0,70.0,15120.0,15.120000000000001
24000,100000,200.0,72.0,14400.0,14.399999999999999
24000,100000,180.0,70.0,12600.0,12.6
24000,100000,160.0,230.0,36800.0,36.8
16008,240000,180.0,147.28,26510.4,11.046
16008,240000,90.0,1044.41,93996.90000000001,39.165375000000004
14576,420000,106.0,110.0,11660.0,2.776190476190476
14576,420000,106.0,668.84,70897.04000000001,16.88024761904762
14576,420000,74.0,649.35,48051.9,11.440928571428572
14576,420000,74.0,97.75,7233.5,1.722261904761905
14576,420000,73.0,593.55,43329.149999999994,10.316464285714284
14576,420000,145.0,123.3,17878.5,4.256785714285714
28476,120000,179.0,56.9,10185.1,8.487583333333333
28476,120000,115.0,98.3,11304.5,9.420416666666668
28476,120000,115.0,52.0,5980.0,4.983333333333333
17452,276000,102.0,740.75,75556.5,27.375543478260873
17452,276000,200.0,12.86,2572.0,0.9318840579710145
17452,276000,170.0,43.65,7420.5,2.688586956521739
17452,276000,71.0,855.3,60726.299999999996,22.00228260869565
17452,276000,160.0,17.2,2752.0,0.9971014492753623
17452,276000,54.8,866.81,47501.187999999995,17.21057536231884
17452,276000,160.0,48.0,7680.0,2.782608695652174
17452,276000,200.0,86.0,17200.0,6.231884057971015
17452,276000,54.0,1733.62,93615.48,33.918652173913046
17452,276000,200.0,172.0,34400.0,12.46376811594203
17452,276000,160.0,96.0,15360.0,5.565217391304348
11225,90000,69.5,161.7,11238.15,12.486833333333333
11225,90000,66.5,265.0,17622.5,19.580555555555556
11225,90000,67.0,11.0,737.0,0.818888888888889
7289,75000,82.0,237.0,19434.0,25.912000000000003
7289,75000,49.0,195.0,9555.0,12.740000000000002
21601,226728,80.0,148.74,11899.2,5.248226950354611
21601,226728,80.0,7.58,606.4,0.26745704103595497
21601,226728,250.0,27.72,6930.0,3.056525881232137
5487,338000,118.0,204.08,24081.440000000002,7.124686390532545
5487,338000,83.0,291.26,24174.579999999998,7.152242603550294
5487,338000,65.0,323.04,20997.600000000002,6.212307692307693
5487,338000,55.0,385.38,21195.9,6.270976331360948
5487,338000,55.0,20.0,1100.0,0.3254437869822485
5487,338000,45.0,434.72,19562.4,5.787692307692308
5487,338000,65.0,30.0,1950.0,0.576923076923077
5487,338000,39.0,454.54,17727.06,5.244692307692308
5487,338000,45.0,4.8,216.0,0.06390532544378699
5487,338000,39.0,2328.66,90817.73999999999,26.869153846153843
5487,338000,57.0,32.0,1824.0,0.5396449704142011
5487,338000,100.0,8.6,860.0,0.2544378698224852
29452,150000,260.0,250.0,65000.0,43.333333333333336
29452,150000,160.0,250.0,40000.0,26.666666666666668
29452,150000,145.0,300.0,43500.0,28.999999999999996
19253,300000,157.21,361.73,56867.573300000004,18.955857766666668
19253,300000,147.36,688.03,101388.1008,33.7960336
19253,300000,280.0,122.44,34283.2,11.427733333333332
27700,325000,176.0,1235.55,217456.8,66.90978461538461
27700,325000,176.0,19.0,3344.0,1.0289230769230768
27700,325000,176.0,163.0,28688.0,8.827076923076923
27700,325000,176.0,22.0,3872.0,1.1913846153846153
10198,90000,94.0,90.44,8501.36,9.445955555555557
10198,90000,80.0,110.35,8828.0,9.80888888888889
10198,90000,80.0,30.0,2400.0,2.666666666666667
10198,90000,80.0,9.0,720.0,0.8
10198,90000,67.0,10.0,670.0,0.7444444444444445
10198,90000,67.0,302.0,20234.0,22.482222222222223
19322,326192,158.0,397.12,62744.96,19.23559130818659
19322,326192,192.0,25.0,4800.0,1.4715259724334133
19322,326192,192.0,3.32,637.4399999999999,0.1954186491391573
19322,326192,128.0,635.84,81387.52,24.950801981654976
19322,326192,128.0,600.28,76835.84,23.555402952862117
19322,326192,225.0,35.56,8001.000000000001,2.4528498552999465
19322,326192,95.6,153.08,14634.448,4.486452150880464
19322,326192,175.0,8.2,1434.9999999999998,0.43992495217540584
19322,326192,91.0,500.0,45500.0,13.948839947025066
19322,326192,91.0,402.04,36585.64,11.215983224603914
19322,326192,91.0,10.86,988.26,0.3029688036493844
19322,326192,185.0,49.08,9079.8,2.7835753176043556
19322,326192,185.0,20.0,3700.0,1.134301270417423
19322,326192,185.0,1.0,185.0,0.05671506352087115
19322,326192,185.0,3.16,584.6,0.17921960072595283
9097,312500,115.0,1.0,115.0,0.0368
9097,312500,115.0,297.17,34174.55,10.935856000000001
9097,312500,74.26,517.84,38454.79840000001,12.305535488000002
9097,312500,74.26,0.66,49.01160000000001,0.015683712000000002
9097,312500,60.19,596.13,35881.064699999995,11.481940704
9097,312500,60.19,4.69,282.29110000000003,0.090333152
9097,312500,46.746,2448.7,114466.9302,36.629417664
9097,312500,46.746,95.15,4447.8819,1.423322208
21366,100000,270.0,36.5,9855.0,9.855
21366,100000,220.0,60.0,13200.0,13.200000000000001
21366,100000,150.0,126.0,18900.0,18.9
21366,100000,116.0,244.5,28362.0,28.362
21699,248216,88.0,535.23,47100.240000000005,18.975505205143907
21699,248216,82.42,254.84,21003.912800000002,8.461949592290587
21699,248216,74.4,208.48,15510.912,6.248957359718955
21699,248216,63.2,268.56,16972.992000000002,6.837992716021531
21699,248216,56.8,1252.76,71156.768,28.66727688787185
19307,326192,168.0,421.36,70788.48,21.701476431059007
19307,326192,131.0,541.16,70891.95999999999,21.73320007848138
19307,326192,131.0,15.0,1965.0,0.6024059449649286
19307,326192,131.0,477.72,62581.32000000001,19.185424535243047
19307,326192,180.0,10.0,1800.0,0.55182223966253
19307,326192,185.0,38.44,7111.4,2.1801270417422867
19307,326192,87.6,1296.52,113575.15199999999,34.81849708147348
19307,326192,87.6,15.72,1377.072,0.42216608623142193
19307,326192,190.0,51.38,9762.2,2.9927772600186398
19307,326192,190.0,2.88,547.1999999999999,0.16775396085740912
26845,102400,326.0,101.0,32926.0,32.154296875
28611,75000,110.0,500.0,55000.0,73.33333333333333
18633,223000,150.0,248.28,37242.0,16.70044843049327
25073,105000,140.0,87.0,12180.0,11.600000000000001
25073,105000,140.0,92.5,12950.0,12.333333333333334
25073,105000,140.0,395.0,55300.0,52.666666666666664
25073,105000,130.0,80.0,10400.0,9.904761904761905
11777,100000,190.0,220.0,41800.0,41.8
12354,66000,89.0,132.58,11799.62,17.878212121212123
12354,66000,82.0,129.74,10638.68,16.11921212121212
12354,66000,64.0,152.23,9742.72,14.761696969696969
18427,80000,175.0,310.0,54250.0,67.8125
24674,9820,150.0,25.07,3760.5,38.29429735234216
18367,250000,54.0,2700.0,145800.0,58.32000000000001
21022,250000,169.5,1092.0,185094.0,74.0376
8716,120000,270.0,200.0,54000.0,45.0
8716,120000,220.0,350.0,77000.0,64.16666666666667
19780,237000,120.0,1274.0,152880.0,64.50632911392405
19780,237000,120.0,809.0,97080.0,40.962025316455694
23208,162435,105.0,278.0,29190.0,17.97026502908856
23208,162435,67.0,396.34,26554.78,16.347942253824606
23208,162435,100.0,11.03,1103.0,0.679040847108074
23208,162435,52.0,524.64,27281.28,16.795198079231692
23208,162435,79.0,14.3,1129.7,0.6954781912765107
23208,162435,79.0,10.04,793.16,0.48829377905008153
23208,162435,40.0,93.23,3729.2000000000003,2.295810631945086
23208,162435,40.0,1049.65,41986.0,25.8478776125835
23208,162435,67.0,24.15,1618.05,0.9961215255332901
20075,300000,19.2,4762.0,91430.4,30.476799999999997
23707,174000,69.0,301.5,20803.5,11.956034482758621
23707,174000,45.0,354.0,15930.0,9.155172413793103
23707,174000,36.72,3665.0,134578.8,77.34413793103447
23707,174000,36.72,4.25,156.06,0.0896896551724138
23707,174000,36.72,33.0,1211.76,0.6964137931034483
23191,414000,103.0,926.13,95391.39,23.041398550724637
23191,414000,71.5,999.53,71466.395,17.26241425120773
23191,414000,58.0,1855.0,107590.0,25.98792270531401
23191,414000,41.0,1242.94,50960.54,12.30930917874396
23191,414000,33.5,1590.75,53290.125,12.872010869565218
24883,225000,26.8,3135.0,84018.0,37.34133333333333
24883,225000,26.8,3135.0,84018.0,37.34133333333333
10371,67000,237.0,1080.0,255960.0,382.02985074626866
16361,336600,102.13,558.71,57061.0523,16.95218428401664
16361,336600,87.91,2546.11,223828.5301,66.4968895127748
20407,298410,93.33,952.35,88882.8255,29.785471498944403
20407,298410,158.0,21.3,3365.4,1.1277772192620892
20407,298410,79.11,959.7,75921.867,25.44213230119634
20407,298410,124.0,117.05,14514.199999999999,4.863845045407325
19871,180000,164.0,0.92,150.88,0.08382222222222221
19871,180000,128.0,1.67,213.76,0.11875555555555554
19871,180000,101.0,2.29,231.29,0.12849444444444444
19871,180000,66.0,2.58,170.28,0.0946
19871,180000,80.0,2.44,195.2,0.10844444444444443
19871,180000,58.0,2.74,158.92000000000002,0.0882888888888889
19871,180000,53.0,2.94,155.82,0.08656666666666667
19871,180000,54.0,865.8,46753.2,25.973999999999997
19871,180000,90.0,36.85,3316.5,1.8425
19871,180000,60.0,10.0,600.0,0.33333333333333337
19871,180000,54.0,1.6,86.4,0.048
23124,250700,104.0,652.84,67895.36,27.082313522138012
23124,250700,72.0,578.0,41616.0,16.59992022337455
23124,250700,57.0,945.81,53911.17,21.50425608296769
23124,250700,42.0,1045.0,43890.0,17.506980454726765
23124,250700,30.0,1907.48,57224.4,22.825847626645395
25143,537209,57.0,1196.0,68172.0,12.690033115603052
25143,537209,51.0,5071.3,258636.30000000002,48.14444657479678
17386,17000,120.0,4.18,501.59999999999997,2.9505882352941173
17386,17000,100.0,40.9,4090.0,24.058823529411764
17386,17000,70.0,157.7,11039.0,64.93529411764706
18396,500000,85.0,4200.0,357000.0,71.39999999999999
19324,326192,153.0,419.78,64226.34,19.689734880070635
19324,326192,192.0,20.0,3840.0,1.1772207779467307
19324,326192,192.0,2.84,545.28,0.16716535046843575
19324,326192,123.0,592.04,72820.92,22.324557315936623
19324,326192,123.0,552.16,67915.68,20.820768136557607
19324,326192,225.0,39.88,8973.0,2.750833864717712
19324,326192,116.0,984.48,114199.68000000001,35.009957325746804
19324,326192,116.0,5.58,647.28,0.19843527738264577
19324,326192,195.0,18.06,3521.7,1.0796402118997401
19324,326192,116.8,2.88,336.38399999999996,0.1031245401481336
20756,100000,114.0,45.0,5130.0,5.13
20756,100000,114.0,65.0,7410.0,7.41
16348,283800,90.02,486.26,43773.125199999995,15.423934178999293
16348,283800,80.5,293.44,23621.92,8.323439041578576
16348,283800,81.48,2590.48,211072.31040000002,74.37361183932347
21025,90000,142.0,135.0,19170.0,21.3
21025,90000,142.0,50.0,7100.0,7.888888888888888
21025,90000,125.0,59.0,7375.0,8.194444444444445
21025,90000,110.0,514.0,56540.0,62.82222222222222
4514,108000,204.0,250.0,51000.0,47.22222222222222
4514,108000,160.0,350.0,56000.0,51.85185185185185
16337,245000,57.23,523.71,29971.923300000002,12.233438081632654
16337,245000,48.51,4051.16,196521.77159999998,80.21296799999999
8259,597864,132.0,1198.88,158252.16,26.469591746617958
8259,597864,99.0,3014.45,298430.55,49.916126410019665
8259,597864,216.0,29.26,6320.160000000001,1.0571233591586047
8259,597864,99.0,70.07,6936.929999999999,1.160285616795793
19689,475000,141.7,337.8,47866.259999999995,10.077107368421052
19689,475000,103.5,351.5,36380.25,7.659000000000001
19689,475000,75.0,3080.9,231067.5,48.64578947368421
27655,200000,115.0,960.0,110400.0,55.2
28834,380000,91.0,920.2,83738.2,22.03636842105263
28834,380000,69.4,884.0,61349.600000000006,16.14463157894737
28834,380000,51.8,869.0,45014.2,11.845842105263158
28834,380000,41.0,2218.0,90938.0,23.931052631578947
25553,45000,100.0,160.0,16000.0,35.55555555555556
16343,264000,89.23,424.9,37913.827,14.361298106060605
16343,264000,79.81,1869.18,149179.2558,56.50729386363636
18923,436280,113.0,829.45,93727.85,21.483416613184193
18923,436280,77.1,1100.9,84879.39,19.455255799028148
18923,436280,55.0,1045.1,57480.49999999999,13.175139818465203
18923,436280,40.2,888.9,35733.78,8.190561107545612
18923,436280,33.0,4024.3,132801.9,30.439603007243054
23848,71008,128.0,119.0,15232.0,21.451104100946374
23848,71008,128.0,2.0,256.0,0.3605227579990987
23848,71008,109.0,432.0,47088.0,66.31365479945921
23848,71008,145.3,14.0,2034.2000000000003,2.864747634069401
20845,40000,160.0,170.0,27200.0,68.0
14325,130000,60.0,490.0,29400.0,22.615384615384613
14325,130000,29.98,3071.9,92095.562,70.84274
24885,225000,22.8,3135.0,71478.0,31.768
24885,225000,22.8,3135.0,71478.0,31.768
18671,412711,84.0,458.94,38550.96,9.340909256113843
18671,412711,84.0,13.5,1134.0,0.2747685426363727
18671,412711,68.0,1289.65,87696.20000000001,21.248815757273253
18671,412711,68.0,42.16,2866.8799999999997,0.694645890223425
18671,412711,37.6,5282.69,198629.144,48.1279016066933
18671,412711,59.4,208.81,12403.314,3.005326729842432
18671,412711,37.6,169.84,6385.984,1.5473258527153384
18671,412711,37.6,5.0,188.0,0.045552456803913635
24395,650000,250.0,155.0,38750.0,5.961538461538462
24395,650000,250.0,250.7,62675.0,9.642307692307691
24395,650000,140.0,1000.0,140000.0,21.53846153846154
24395,650000,112.0,605.5,67816.0,10.43323076923077
24395,650000,109.8,2340.0,256932.0,39.528
27604,70000,165.0,107.0,17655.0,25.22142857142857
27604,70000,156.0,100.0,15600.0,22.285714285714285
27604,70000,150.0,170.0,25500.0,36.42857142857142
23326,275000,23.1,3681.0,85031.1,30.920400000000004
23326,275000,23.1,3681.0,85031.1,30.920400000000004
7606,756750,63.0,2053.19,129350.97,17.092959365708623
7606,756750,63.0,81.32,5123.16,0.6769950445986125
19297,312047,137.0,381.06,52205.22,16.729922095069014
19297,312047,192.0,20.0,3840.0,1.2305838543552734
19297,312047,192.0,7.28,1397.76,0.4479325229853195
19297,312047,118.6,556.66,66019.87599999999,21.157029550035727
19297,312047,118.0,20.0,2360.0,0.756296327155845
19297,312047,118.6,490.34,58154.32399999999,18.63639900399619
19297,312047,185.0,46.32,8569.2,2.74612478248469
19297,312047,81.6,177.62,14493.792,4.644746464474903
19297,312047,175.0,6.8,1190.0,0.3813528090319728
19297,312047,190.0,0.02,3.8000000000000003,0.0012177652725390727
19297,312047,69.7,902.82,62926.554000000004,20.16572952151439
19297,312047,69.7,30.0,2091.0,0.670091364441895
19297,312047,120.4,10.0,1204.0,0.385839312667643
19297,312047,120.4,105.0,12642.0,4.0513127830102516
19297,312047,120.4,2.0,240.8,0.07716786253352861
19297,312047,69.7,3.0,209.10000000000002,0.0670091364441895
19297,312047,120.4,3.18,382.872,0.1226969014283105
14585,408825,100.0,2539.94,253994.0,62.12780529566441
27960,110000,120.0,209.0,25080.0,22.8
27960,110000,66.0,643.0,42438.0,38.58
27960,110000,66.0,44.0,2904.0,2.64
26449,375000,107.53,657.1,70657.963,18.842123466666667
26449,375000,75.44,1047.29,79007.5576,21.068682026666664
26449,375000,100.57,48.39,4866.5823,1.29775528
26449,375000,45.48,2991.63,136059.33239999998,36.28248864
26449,375000,61.22,169.77,10393.3194,2.77155184
26449,375000,45.48,3189.67,145066.1916,38.68431776
20150,240000,159.4,415.64,66253.016,27.605423333333334
20150,240000,70.61,1026.65,72491.7565,30.20489854166667
20150,240000,125.0,11.32,1415.0,0.5895833333333333
20150,240000,125.0,0.3,37.5,0.015625
20024,300000,18.0,5026.0,90468.0,30.156
29450,195000,130.0,500.0,65000.0,33.33333333333333
29450,195000,130.0,300.0,39000.0,20.0
19320,326192,174.0,369.6,64310.4,19.715504978662874
19320,326192,127.0,603.66,76664.81999999999,23.502973708735958
19320,326192,127.0,465.18,59077.86,18.111376122038557
19320,326192,127.0,10.0,1270.0,0.3893412468730073
19320,326192,180.0,128.48,23126.399999999998,7.089812135184186
19320,326192,110.0,1005.66,110622.59999999999,33.91333938294011
19320,326192,182.5,66.52,12139.9,3.721703781821749
19320,326192,182.5,3.08,562.1,0.1723218227301712
19755,300000,24.4,6156.0,150206.4,50.0688
27461,125000,96.0,600.0,57600.0,46.08
27461,125000,65.0,625.0,40625.0,32.5
27461,125000,28.0,1150.0,32200.0,25.759999999999998
27461,125000,28.0,350.0,9800.0,7.84
25307,136368,85.0,221.2,18802.0,13.787692127185263
25307,136368,77.0,235.5,18133.5,13.297474480816614
10713,180000,82.89,237.13,19655.7057,10.919836499999999
10713,180000,59.48,545.55,32449.313999999995,18.027396666666665
19942,125000,66.0,56.3,3715.7999999999997,2.9726399999999997
19942,125000,175.0,377.25,66018.75,52.815
27014,400000,98.0,708.0,69384.0,17.346
27014,400000,90.0,715.0,64350.0,16.0875
27014,400000,89.0,270.0,24030.0,6.0075
27014,400000,89.0,290.0,25810.0,6.4525
27014,400000,89.0,679.34,60461.26,15.115315
27014,400000,89.0,126.0,11214.0,2.8035
27014,400000,92.0,289.5,26634.0,6.6585
29244,113000,108.0,177.0,19116.0,16.916814159292034
29244,113000,108.0,177.0,19116.0,16.916814159292034
29244,113000,160.0,124.0,19840.0,17.557522123893804
29244,113000,107.0,425.5,45528.5,40.290707964601765
27169,150313,114.0,681.76,77720.64,51.7058670906708
27169,150313,185.0,6.62,1224.7,0.8147665205271666
16158,176859,200.0,34.44,6888.0,3.8946279239394097
26248,500800,78.98,930.95,73526.43100000001,14.68179532747604
26248,500800,148.0,11.75,1739.0,0.34724440894568687
26248,500800,60.16,4892.45,294329.79199999996,58.7719233226837
26248,500800,106.0,114.1,12094.599999999999,2.415055910543131
27563,34000,200.0,58.0,11600.0,34.11764705882353
8007,655830,59.0,2082.66,122876.93999999999,18.73609624445359
8007,655830,59.0,18.99,1120.4099999999999,0.1708384794840126
8007,655830,39.0,12805.85,499428.15,76.15207447051829
16952,179220,30.0,5372.0,161160.0,89.92299966521593
25336,168000,78.0,399.1,31129.800000000003,18.529642857142857
25336,168000,78.0,49.0,3822.0,2.275
25336,168000,70.0,1395.56,97689.2,58.14833333333333
17752,330120,97.0,294.77,28592.69,8.661301950805768
17752,330120,97.0,2.47,239.59000000000003,0.07257663879801286
17752,330120,78.31,196.13,15358.9403,4.652532503332122
17752,330120,78.31,1.61,126.07910000000001,0.03819189991518236
17752,330120,63.34,293.96,18619.4264,5.6401994426269235
17752,330120,63.34,10.11,640.3674,0.19398018902217373
17752,330120,58.49,3856.36,225558.4964,68.32621361928996
17752,330120,58.49,103.8,6071.262,1.839107597237368
17752,330120,63.34,10.11,640.3674,0.19398018902217373
17752,330120,63.34,293.96,18619.4264,5.6401994426269235
17752,330120,97.0,294.77,28592.69,8.661301950805768
17752,330120,97.0,2.47,239.59000000000003,0.07257663879801286
